missionId,sourceFile,segmentIndex,segmentType,planet,damage,stlFuelConsumption,radiation
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,4,CHARGE,,0.000006875000000000038,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,5,JUMP,,0.00015584280157092696,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,6,CHARGE,,0.000006875000000000038,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,7,JUMP,,0.0001296325897209543,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,8,CHARGE,,0.000006875000000000038,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,9,JUMP,,0.00014079687913076712,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,10,CHARGE,,0.000006875000000000038,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,11,JUMP,,0.00009085094135322375,216,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,12,APPROACH,CG-021b,0.0009259499901454554,216,1.9274205e-21
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,13,LANDING,CG-021b,0.00002140342722117901,216,1.9274205e-21
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,0,DEPARTURE,,0.00005440643810907657,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,1,JUMP,,0.00008303429293774767,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,2,CHARGE,,0.000006875000000000038,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,3,JUMP,,0.00006785250127585074,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,4,CHARGE,,0.000006875000000000038,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,5,JUMP,,0.00015584280157092696,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,6,CHARGE,,0.000006875000000000038,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,7,JUMP,,0.0001296325897209543,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,8,CHARGE,,0.000006875000000000038,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,9,JUMP,,0.00014079687913076712,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,10,CHARGE,,0.000006875000000000038,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,11,JUMP,,0.00009085094135322375,1072,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,12,APPROACH,CG-021b,0.0009274981423304348,1072,1.9274205e-21
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,13,LANDING,CG-021b,0.00002140342722117901,1072,1.9274205e-21
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,0,DEPARTURE,,0.000054406399822578054,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,1,JUMP,,0.00008303429293774767,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,2,CHARGE,,0.000006875000000000038,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,3,JUMP,,0.00006785250127585074,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,4,CHARGE,,0.000006875000000000038,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,5,JUMP,,0.00015584280157092696,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,6,CHARGE,,0.000006875000000000038,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,7,JUMP,,0.0001296325897209543,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,8,CHARGE,,0.000006875000000000038,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,9,JUMP,,0.00014079687913076712,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,10,CHARGE,,0.000006875000000000038,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,11,JUMP,,0.00009085094135322375,1935,
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,12,APPROACH,CG-021b,0.0009274977727268472,1935,1.9274205e-21
f07936c9-ad8f-4e99-a6ab-9ca87c8878dc,prun_rad_dam_noshield.jsonl,13,LANDING,CG-021b,0.00002140342722117901,1935,1.9274205e-21
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,0,DEPARTURE,,0.000054406060654374055,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,1,JUMP,,0.00008303429293774767,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,2,CHARGE,,0.000006875000000000038,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,3,JUMP,,0.00006785250127585074,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,4,CHARGE,,0.000006875000000000038,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,5,JUMP,,0.00015584280157092696,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,6,CHARGE,,0.000006875000000000038,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,7,JUMP,,0.0001296325897209543,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,8,CHARGE,,0.000006875000000000038,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,9,JUMP,,0.00014079687913076712,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,10,CHARGE,,0.000006875000000000038,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,11,JUMP,,0.00009085094135322375,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,12,APPROACH,CG-021c,0.0008503145421669367,200,5.4625737e-22
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,13,LANDING,CG-021c,0.0002593245321798325,200,5.4625737e-22
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,0,DEPARTURE,,0.000054406058629637136,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,1,JUMP,,0.00008303429293774767,200,
fcdbb479-c1c3-423c-9b3f-bf64780e936c,prun_rad_dam_noshield.jsonl,2,CHARGE,,0.000006875000000000038,200,
